ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
266234,J. Rodríguez,25,Ecuador,Delfin,Liga Pro (Ecuador),€750K,€500,56.2,63.2,62.3,11.6,64,CDM,163cm,Right
266224,W. Velasco,22,Bolivia,Independiente Petrolero,Liga De Futbol Prof (Bolivia),€1.3M,€500,58.2,65.8,60.0,13.0,64,CAM,182cm,Right
266205,Y. Koré,18,France,Paris,Ligue 2 (France),€1.2M,€500,50.2,59.2,64.3,9.0,64,CB,187cm,Right
266170,Dawhan,25,Brazil,Gamba Osaka,J-League (Japan),€750K,€3K,57.6,73.0,58.0,9.4,64,CDM,177cm,Right
266161,G. Ríos,24,Argentina,Audax Italiano,Primera Division (Chile),€925K,€850,52.8,67.0,34.3,10.0,64,CAM,172cm,Right
266128,Marco Suárez,19,Spain,Real Oviedo,La Liga 2 (Spain),€1.2M,€800,17.0,54.0,10.0,61.6,64,GK,184cm,Left
266125,A. Hoskonen,26,Finland,Cracovia Kraków,Ekstraklasa (Poland),€775K,€2K,47.0,56.4,64.7,9.0,64,CB,186cm,Right
266123,O. Provstgaard,20,Denmark,Vejle,Superliga (Denmark),€1.3M,€2K,47.8,61.6,60.3,11.0,64,CB,192cm,Left
266118,J. Gómez,19,Mexico,Mirandés,La Liga 2 (Spain),€1.3M,€3K,46.8,68.6,63.3,11.6,64,LB,178cm,Left
266113,N. Mäenpää,25,Finland,Warta Poznań,Ekstraklasa (Poland),€775K,€1K,54.2,68.4,54.7,9.8,64,CM,182cm,Right
266075,A. Țîrlea,21,Romania,Deportivo Alavés,La Liga (Spain),€1.3M,€4K,48.6,60.4,63.7,12.2,64,RB,182cm,Right
266071,S. Maikuma,23,Japan,Cerezo Osaka,J-League (Japan),€875K,€2K,57.6,64.0,61.7,10.6,64,RM,179cm,Right
266070,E. Dieye,21,Senegal,Saint-Étienne,Ligue 2 (France),€1.3M,€2K,57.6,75.6,27.0,10.6,64,RM,182cm,Right
266031,Rubén Iranzo,20,Spain,Valencia,La Liga (Spain),€1.3M,€5K,51.0,56.6,64.3,8.4,64,CB,182cm,Right
266029,D. Stensson,26,Sweden,Sirius,Allsvenskan (Sweden),€750K,€1K,61.4,60.8,61.3,7.8,64,CM,178cm,Left
266017,W. Iwashita,22,Japan,Kashiwa Reysol,J-League (Japan),€850K,€2K,49.2,70.2,63.3,11.2,64,LWB,177cm,Left
266015,A. Eriksson,23,Sweden,Norrköping,Allsvenskan (Sweden),€1.2M,€1K,45.8,57.4,64.0,9.0,64,CB,188cm,Right
265812,Dani Lorenzo,19,Spain,Málaga,La Liga 2 (Spain),€1.4M,€1K,57.8,67.6,61.7,10.8,64,CAM,176cm,Right
265756,S. Álvarez,21,Bolivia,Oriente Petrolero,Liga De Futbol Prof (Bolivia),€1.1M,€500,48.0,58.4,61.7,9.8,64,CB,189cm,Right
265755,R. Saucedo,23,Bolivia,Oriente Petrolero,Liga De Futbol Prof (Bolivia),€825K,€500,57.6,66.2,60.0,10.2,64,RB,178cm,Right
265752,K. Jensen,22,Sweden,Kalmar,Allsvenskan (Sweden),€1.3M,€1K,55.0,74.6,17.7,11.0,64,CAM,173cm,Right
265741,Z. Buurmeester,21,Netherlands,PEC Zwolle,Eredivisie (Netherlands),€1.4M,€2K,54.4,68.8,59.3,10.0,64,CM,182cm,Right
265732,Àlex Sala,21,Spain,Girona,La Liga (Spain),€1.2M,€4K,49.4,63.0,63.3,10.6,64,CDM,185cm,Right
265726,César Tárrega,21,Spain,Valencia,La Liga (Spain),€1.4M,€5K,46.4,57.6,61.0,9.6,64,CB,193cm,Right
265721,M. Galezo,41,Venezuela,Hermanos Colmenares,Primera Division (Venezuela),€0,€500,42.8,60.2,63.3,8.4,64,CB,180cm,Right
265677,F. Uviedo,26,Venezuela,Hermanos Colmenares,Primera Division (Venezuela),€700K,€500,54.0,66.8,62.7,9.2,64,RB,170cm,Right
265660,Roger Martínez,19,Spain,Espanyol,La Liga 2 (Spain),€1.4M,€1K,56.4,68.2,59.0,10.2,64,CAM,177cm,Right
265517,T. Cele,25,South Africa,Radomiak Radom,Ekstraklasa (Poland),€775K,€2K,53.2,70.6,55.3,8.6,64,CM,178cm,Right
265502,J. Vera,32,Paraguay,General Caballero JLM,Primera División (Paraguay),€450K,€500,49.6,60.4,61.7,9.8,64,CM,179cm,Right
265471,G. Gambetta,23,Peru,Sport Boys,Primera Division (Peru),€700K,€500,14.4,41.4,12.3,63.4,64,GK,184cm,Right
265422,J. Farrell,20,Australia,Central Coast Mariners,A-League (Australia),€1.2M,€700,45.4,61.0,63.0,10.6,64,CB,188cm,Left
265405,Owono,22,Equatorial Guinea,Deportivo Alavés,La Liga (Spain),€1.1M,€3K,12.0,40.8,11.3,63.8,64,GK,181cm,Right
264868,Juan Artola,23,Spain,Alcorcón,La Liga 2 (Spain),€1.3M,€6K,61.8,72.2,45.0,10.2,64,CAM,176cm,Right
264828,Kortajarena,22,Spain,Huesca,La Liga 2 (Spain),€1.3M,€2K,57.8,58.8,52.0,9.6,64,CAM,179cm,Left
264790,A. Gabriel,22,Czech Republic,Midtjylland,Superliga (Denmark),€1.3M,€5K,50.2,59.6,56.7,9.8,64,CB,190cm,Right
264785,T. Zoukrou,20,France,Troyes,Ligue 2 (France),€1.3M,€1K,43.2,49.0,67.3,10.0,64,CB,189cm,Right
264774,A. Zambrano,26,Venezuela,Caracas,Primera Division (Venezuela),€650K,€500,60.4,69.6,51.3,11.4,64,LW,180cm,Right
264766,Á. Urdaneta,32,Venezuela,Estudiantes Mérida,Primera Division (Venezuela),€400K,€500,57.8,68.0,60.0,12.0,64,CDM,174cm,Right
264753,R. Rosales,22,Colombia,Millonarios,Liga BetPlay (Colombia),€1.3M,€950,50.0,64.0,63.7,7.4,64,RB,181cm,Right
264738,Arnau Ortiz,21,Spain,Eldense,La Liga 2 (Spain),€1.4M,€4K,57.8,68.8,32.0,11.0,64,RM,175cm,Right
264736,Loïc Williams,21,Spain,Tenerife,La Liga 2 (Spain),€1.2M,€2K,42.4,61.6,67.0,9.4,64,CB,188cm,Left
264719,A. Medina,26,Bolivia,Independiente Petrolero,Liga De Futbol Prof (Bolivia),€650K,€500,57.4,65.6,47.7,10.2,64,LW,168cm,Left
264718,J. Bejarano,26,Bolivia,Independiente Petrolero,Liga De Futbol Prof (Bolivia),€700K,€500,54.2,60.2,62.7,11.2,64,CM,172cm,Right
264714,Y. Martínez,20,Bolivia,Independiente Petrolero,Liga De Futbol Prof (Bolivia),€1.4M,€500,54.4,70.2,58.3,10.2,64,CAM,168cm,Left
264692,D. Strelec,22,Slovakia,Spezia,Serie B (Italy),€1.3M,€1K,57.2,56.6,29.3,9.6,64,ST,185cm,Left
264631,Jonatas Santos,21,Brazil,Al Ain,Pro League (United Arab Emirates),€1.3M,€500,51.8,74.2,24.0,10.2,64,RM,177cm,Right
264590,N. Koffi,21,France,Stade de Reims ,Ligue 1 (France),€1.4M,€5K,57.8,65.2,19.7,9.0,64,ST,187cm,Right
264587,V. Yakovlev,19,Russia,CSKA Moskva,Premier League (Russia),€1.3M,€6K,60.6,62.4,41.0,9.0,64,ST,185cm,Right
264574,C. Rojas,18,Venezuela,Deportivo La Guaira,Primera Division (Venezuela),€1.2M,€500,50.2,66.4,64.7,10.6,64,LB,174cm,Left
264523,J. Franco,20,Colombia,Deportivo Cali,Liga BetPlay (Colombia),€1.2M,€700,53.0,63.8,63.3,8.4,64,RB,178cm,Right
264451,E. Vergani,21,Italy,Salernitana,Serie A (Italy),€1.3M,€5K,57.8,55.2,18.3,11.2,64,ST,186cm,Right
264440,Guille Bueno,20,Spain,Borussia Dortmund II,3. Liga (Germany),€1.2M,€900,46.4,76.8,56.3,9.4,64,LWB,178cm,Left
264406,L. Spatz,20,Argentina,Cádiz,La Liga (Spain),€1.2M,€4K,47.6,52.4,64.7,8.8,64,CB,184cm,Right
264326,Toni Fuidias,22,Spain,Girona,La Liga (Spain),€1.1M,€4K,10.8,35.6,10.3,62.8,64,GK,195cm,Right
264313,T. Schumacher,25,Germany,Austria Klagenfurt,Bundesliga (Austria),€725K,€2K,48.0,69.6,60.7,10.0,64,LWB,177cm,Left
264308,Rodrigo Andrade,20,Portugal,Marítimo,Liga Portugal (Portugal),€1.4M,€2K,52.8,63.2,57.0,9.0,64,CM,180cm,Right
264291,André Ricardo,22,Portugal,PAOK,Super League (Greece),€1.3M,€500,51.2,65.0,29.7,9.6,64,CAM,178cm,Left
264272,O. Özçiçek,24,Turkey,Gaziantep F.K.,Super Lig (Turkey),€775K,€3K,59.8,70.6,62.7,9.0,64,RM,172cm,Right
264267,Javi Robles,20,Spain,Almería,La Liga (Spain),€1.3M,€2K,54.4,59.0,58.3,8.6,64,CAM,186cm,Right
264229,Diego García,23,Spain,Leganés,La Liga 2 (Spain),€1.3M,€3K,56.2,63.2,19.7,12.0,64,ST,185cm,Right
264228,Naim García,21,Spain,Leganés,La Liga 2 (Spain),€1.4M,€2K,59.6,59.2,33.0,9.6,64,RM,180cm,Right
264211,S. Westerveld,20,Spain,AZ Alkmaar,Eredivisie (Netherlands),€1.2M,€1K,11.4,33.0,9.7,63.8,64,GK,191cm,Right
264180,A. Devine,18,England,Port Vale,League One (England),€1.6M,€5K,58.6,62.6,53.0,10.6,64,CAM,180cm,Right
264179,Yayo,18,Spain,Real Oviedo,La Liga 2 (Spain),€1.4M,€900,50.0,66.8,60.0,10.2,64,CAM,180cm,Right
264159,Iker Benito,20,Spain,FC Andorra,La Liga 2 (Spain),€1.4M,€5K,55.6,70.2,35.0,8.6,64,CAM,176cm,Right
264137,O. Gene,20,France,Amiens SC,Ligue 2 (France),€1.5M,€1K,53.8,65.4,60.7,10.2,64,CDM,185cm,Right
264039,L. Dobbin,20,England,Everton,Premier League (England),€1.3M,€6K,57.0,73.8,41.3,7.6,64,ST,181cm,Right
264033,N. Sow,24,France,Pau,Ligue 2 (France),€1.1M,€1K,42.2,54.0,63.3,11.6,64,CB,191cm,Right
263949,S. Fofana,20,Germany,Fortuna Sittard,Eredivisie (Netherlands),€1.2M,€7K,51.8,62.8,62.0,9.6,64,CB,192cm,Right
263920,M. Ndiaye,21,Senegal,Clermont,Ligue 1 (France),€1.1M,€2K,10.8,29.6,9.7,64.6,64,GK,202cm,Right
263919,M. Kuharevych,22,Ukraine,Swansea City,Championship (Wales),€1.3M,€6K,56.4,54.2,17.3,9.8,64,ST,191cm,Right
263918,L. Thompson,21,England,Derby County,League One (England),€825K,€2K,50.0,65.6,60.7,11.0,64,CDM,173cm,Right
263877,M. Sjøeng,21,Norway,Vålerenga,Eliteserien (Norway),€1.3M,€700,15.0,41.8,12.7,63.8,64,GK,197cm,Right
263828,Roger Fernandes,17,Portugal,Sporting Braga,Liga Portugal (Portugal),€1.5M,€500,55.2,78.2,32.0,11.4,64,LM,170cm,Left
263824,M. Al Juwair,20,Saudi Arabia,Al Hilal,Pro League (Saudi Arabia),€1.4M,€6K,52.8,65.4,47.7,9.8,64,CAM,178cm,Right
263708,Rai Marchán,29,Spain,Melbourne Victory,A-League (Australia),€500K,€2K,40.2,59.4,67.3,10.8,64,CDM,181cm,Right
263701,O. Vargas,17,United States,Seattle Sounders,Major League Soccer (United States),€1.5M,€500,50.0,73.2,54.3,8.2,64,CAM,175cm,Right
263675,M. Alfarela,25,France,Bastia,Ligue 2 (France),€875K,€2K,62.0,73.8,21.7,8.0,64,RM,173cm,Right
263658,B. Bjarnason,23,Iceland,HamKam,Eliteserien (Norway),€1.2M,€950,37.6,57.2,63.7,8.4,64,CB,194cm,Right
263637,L. Hartjes,20,Netherlands,Excelsior,Eredivisie (Netherlands),€1.2M,€2K,52.8,71.2,56.3,8.4,64,CM,170cm,Right
263559,Neskes,21,Spain,FC Cartagena,La Liga 2 (Spain),€1.3M,€2K,54.2,64.8,50.7,11.8,64,CAM,177cm,Right
263553,N. Belakovic,24,Serbia,Hartberg,Bundesliga (Austria),€850K,€2K,63.6,64.8,21.7,9.2,64,ST,183cm,Right
263544,A. Dube,29,South Africa,Kaizer Chiefs,Premier League (South Africa),€500K,€500,43.0,67.4,70.0,11.4,64,CB,178cm,Left
263495,Vitor Eudes,22,Brazil,Marítimo,Liga Portugal (Portugal),€1.1M,€2K,13.8,33.4,10.3,63.6,64,GK,196cm,Right
263477,L. Dellova,22,Kosovo,Hajduk Split,1. HNL (Croatia),€1.1M,€500,37.0,61.4,65.3,9.4,64,CB,183cm,Right
263464,C. Lang,21,Austria,Hartberg,Bundesliga (Austria),€1.3M,€3K,58.8,71.6,35.7,10.0,64,CAM,178cm,Right
263457,F. Vera,24,Paraguay,Sportivo Ameliano,Primera División (Paraguay),€800K,€500,60.4,65.4,32.0,7.4,64,ST,186cm,Right
263393,Pablo Tomeo,23,Spain,Mirandés,La Liga 2 (Spain),€1.3M,€2K,55.0,63.0,60.3,11.8,64,CM,186cm,Right
263371,T. Leigh,23,England,Accrington Stanley,League Two (England),€925K,€3K,59.4,67.4,51.7,10.4,64,ST,185cm,Right
263361,G. Satsias,20,Cyprus,APOEL,1. Division (Cyprus),€1.3M,€500,52.0,68.6,54.7,10.4,64,CAM,181cm,Right
263344,M. Riou,22,France,Guingamp,Ligue 2 (France),€1.1M,€2K,44.6,52.0,64.3,10.0,64,CDM,181cm,Right
263343,N. Skyttä,21,Finland,Toulouse,Ligue 1 (France),€1.4M,€4K,53.8,66.8,50.7,10.0,64,CAM,170cm,Left
263318,D. Stumberger,24,Croatia,WSG Tirol,Bundesliga (Austria),€800K,€2K,45.2,59.0,67.0,10.0,64,CB,184cm,Left
263273,M. Beifus,20,Germany,Karlsruher SC,2. Bundesliga (Germany),€1.3M,€2K,54.0,60.0,64.3,9.4,64,CB,187cm,Right
263259,I. Bronkhorst,25,Netherlands,NEC,Eredivisie (Netherlands),€725K,€3K,52.4,63.0,61.3,8.6,64,RB,185cm,Right
263219,P. Tzimas,20,Greece,PAOK,Super League (Greece),€1.3M,€500,58.0,72.0,40.3,12.0,64,RM,181cm,Right
263206,Y. Van Genechten,22,Belgium,AS Eupen,Jupiler Pro League (Belgium),€1.3M,€2K,48.4,57.4,59.7,10.2,64,RWB,191cm,Right
263183,João Miguel,27,Portugal,Argeş,Liga 1 (Romania),€600K,€2K,47.6,64.8,63.3,10.0,64,CB,189cm,Right
263133,Antoniu Roca,20,Spain,Espanyol,La Liga 2 (Spain),€1.3M,€2K,54.2,72.0,37.0,11.0,64,RM,175cm,Right
263132,C. Keleş,21,Turkey,Fatih Karagümrük,Super Lig (Turkey),€1.3M,€3K,57.0,68.2,35.0,10.4,64,LM,180cm,Left
263018,David Sousa,20,Brazil,Cercle Brugge,Jupiler Pro League (Belgium),€1.2M,€2K,42.0,58.6,61.0,10.4,64,CB,192cm,Left
263005,J. Nišić,25,Serbia,Pau,Ligue 2 (France),€775K,€1K,55.0,72.6,59.7,8.2,64,RWB,177cm,Right
262991,R. Lucero,20,Argentina,Aldosivi,Liga Profesional (Argentina),€1.3M,€2K,44.6,71.8,61.7,10.4,64,RB,174cm,Right
262968,A. Brown,21,England,Gent,Jupiler Pro League (Belgium),€1.3M,€3K,51.4,63.6,58.3,10.4,64,LM,190cm,Left
262927,M. Kehl-Goméz,29,Switzerland,Türkgücü-Ataspor,3. Liga (Germany),€500K,€2K,57.8,63.4,59.0,10.0,64,CDM,181cm,Right
262926,T. Sechelmann,24,Germany,Waldhof Mannheim,3. Liga (Germany),€850K,€1K,47.4,59.0,65.0,12.2,64,CB,186cm,Left
262862,P. Loretz,20,Switzerland,Luzern,Super League (Switzerland),€1.2M,€1K,11.4,32.0,14.0,63.0,64,GK,188cm,Right
262848,S. Carey,22,England,Blackpool,League One (England),€1.3M,€3K,51.0,62.0,43.7,9.2,64,CAM,184cm,Right
262827,C. Akgün,21,Turkey,Yeni Malatyaspor,Super Lig (Turkey),€950K,€3K,58.6,72.6,35.3,8.0,64,LM,173cm,Left
262825,K. Knap,21,Poland,Cracovia Kraków,Ekstraklasa (Poland),€1.3M,€2K,53.6,62.6,61.7,11.0,64,CDM,180cm,Left
262792,F. Strauss,22,Austria,Rheindorf Altach,Bundesliga (Austria),€1.2M,€2K,45.2,63.2,59.7,10.0,64,CB,186cm,Right
262742,Ramón Juan,23,Spain,Mirandés,La Liga 2 (Spain),€1M,€1K,13.2,37.4,8.7,62.8,64,GK,179cm,Right
262740,M. Pašalić,21,Croatia,Borussia Dortmund II,3. Liga (Germany),€1.3M,€950,54.8,75.0,31.7,10.6,64,CAM,177cm,Left
262726,Miki Villar,25,Spain,UD Ibiza,La Liga 2 (Spain),€700K,€2K,60.6,70.2,26.3,10.6,64,ST,180cm,Right
262724,R. Baravykas,26,Lithuania,SSC Farul,Liga 1 (Romania),€625K,€3K,45.4,68.0,62.0,7.2,64,LB,185cm,Right
262710,M. Cachbach,21,Belgium,RFC Seraing,Jupiler Pro League (Belgium),€1.3M,€3K,55.8,67.4,61.3,8.6,64,CM,181cm,Right
262681,M. Kaput,25,Poland,Radomiak Radom,Ekstraklasa (Poland),€700K,€2K,46.6,58.6,60.3,6.8,64,CDM,185cm,Right
262657,L. Stassin,18,Belgium,Westerlo,Jupiler Pro League (Belgium),€1.5M,€1K,61.0,68.0,18.0,9.2,64,ST,183cm,Right
262619,S. Piçinciol,26,Turkey,Giresunspor,Super Lig (Turkey),€550K,€3K,43.6,58.6,65.3,10.8,64,CB,182cm,Right
262617,H. Bilazer,28,Turkey,Ankaragücü,Super Lig (Turkey),€525K,€3K,51.8,70.8,63.3,12.0,64,RB,170cm,Right
262573,S. Gavriel,21,Cyprus,APOEL,1. Division (Cyprus),€1.3M,€500,50.6,64.6,38.0,10.0,64,CAM,178cm,Right
262503,Unai Veiga,22,Spain,Las Palmas,La Liga (Spain),€1.3M,€2K,59.2,56.6,54.0,10.6,64,CAM,189cm,Right
262497,Unai Marino,23,Spain,Amorebieta,La Liga 2 (Spain),€1.1M,€1K,13.0,35.4,9.7,62.2,64,GK,185cm,Right
262496,Iñigo Orozco,28,Spain,Amorebieta,La Liga 2 (Spain),€600K,€2K,64.4,51.8,32.3,11.0,64,ST,192cm,Right
262488,Iker Unzueta,24,Spain,Vizela,Liga Portugal (Portugal),€900K,€2K,58.4,60.6,17.3,10.8,64,ST,184cm,Right
262487,Iker Bilbao,25,Spain,Amorebieta,La Liga 2 (Spain),€775K,€2K,55.6,59.8,58.0,10.8,64,CM,182cm,Right
262470,Ș. Pănoiu,20,Romania,Rapid Bucuresti,Liga 1 (Romania),€1.4M,€2K,56.6,72.4,39.3,10.4,64,CAM,179cm,Left
262445,C. Bălan,28,Romania,U Craiova 1948,Liga 1 (Romania),€600K,€4K,54.6,70.8,19.7,7.4,64,ST,176cm,Right
262437,Brunão,24,Brazil,Arouca,Liga Portugal (Portugal),€850K,€2K,41.6,46.8,66.0,9.0,64,CB,187cm,Right
262421,Alarcón,27,Spain,Burgos,La Liga 2 (Spain),€625K,€2K,57.6,67.6,34.3,10.2,64,LM,178cm,Left
262418,Undabarrena,28,Spain,Burgos,La Liga 2 (Spain),€575K,€2K,56.4,61.0,58.7,10.6,64,CM,185cm,Right
262361,L. Cameron,20,Scotland,Dundee,Premiership (Scotland),€1.5M,€1K,53.8,76.0,52.0,11.6,64,RM,173cm,Right
262340,M. Tol,24,Netherlands,SC Cambuur,Eredivisie (Netherlands),€850K,€2K,40.0,59.0,64.0,10.4,64,CB,188cm,Right
262244,J. Myszor,21,Poland,Cracovia Kraków,Ekstraklasa (Poland),€1.4M,€2K,54.0,76.0,26.3,7.6,64,RM,175cm,Right
262224,E. Edh,20,Norway,Lillestrøm,Eliteserien (Norway),€1.2M,€950,52.6,73.6,58.7,9.2,64,RWB,181cm,Right
262165,A. Al Badaoui,25,Morocco,Alcorcón,La Liga 2 (Spain),€825K,€2K,56.2,68.6,33.3,12.6,64,CAM,179cm,Right
262160,W. Faye,27,Senegal,RFC Seraing,Jupiler Pro League (Belgium),€600K,€4K,39.4,64.4,64.0,11.2,64,CB,180cm,Right
262154,M. Doucouré,22,Mali,Nîmes,Ligue 2 (France),€1.3M,€2K,54.0,64.2,24.7,10.8,64,ST,181cm,Right
262102,R. Kluivert,22,Netherlands,FC Utrecht,Eredivisie (Netherlands),€1.2M,€3K,42.8,67.4,65.3,9.0,64,CB,178cm,Right
262098,S. Pattynama,24,Indonesia,Viking,Eliteserien (Norway),€825K,€1K,54.8,66.8,58.0,11.6,64,LM,180cm,Left
262059,J. Silva,24,Uruguay,Cerro Largo,Primera Division (Uruguay),€750K,€500,11.6,31.4,11.7,63.6,64,GK,196cm,Right
262045,W. Mikelbrencis,19,France,Hamburger SV,2. Bundesliga (Germany),€1.3M,€3K,47.6,72.0,62.0,10.2,64,RB,176cm,Right
262037,S. Paiva,23,Uruguay,Arsenal de Sarandi,Liga Profesional (Argentina),€900K,€3K,55.8,73.4,17.3,12.0,64,ST,181cm,Right
262029,M. Sankoh,19,Netherlands,Heracles Almelo,Eredivisie (Netherlands),€1.5M,€4K,56.4,72.8,18.7,9.4,64,ST,183cm,Right
262021,O. Stanisic,29,Sweden,Varberg BoIS,Allsvenskan (Sweden),€500K,€1K,45.8,49.8,61.7,10.2,64,CB,192cm,Right
261993,Álex Cardero,19,Spain,Real Oviedo,La Liga 2 (Spain),€1.4M,€1K,59.6,71.8,52.0,8.0,64,CAM,178cm,Right
261970,D. Soto,21,Peru,Sporting Cristal,Primera Division (Peru),€1.3M,€500,54.0,62.4,62.7,10.2,64,CAM,175cm,Right
261884,D. Calcaterra,21,Argentina,Sarmiento,Liga Profesional (Argentina),€1.2M,€2K,41.4,51.8,66.7,9.2,64,CB,189cm,Right
261880,Juninho Rocha,23,Brazil,Rentistas,Primera Division (Uruguay),€850K,€500,57.0,69.6,29.0,13.0,64,LM,170cm,Left
261719,Dong Feng,32,China PR,Jiangsu,Super League (China PR),€375K,€5K,43.0,56.2,68.0,11.6,64,CB,186cm,Right
261696,L. Onetto,25,Uruguay,Cerro Largo,Primera Division (Uruguay),€700K,€500,51.2,70.0,24.0,10.6,64,LM,178cm,Left
261687,S. Breza,25,Canada,Yverdon Sport,Super League (Switzerland),€650K,€5K,15.4,33.8,12.7,61.4,64,GK,193cm,Right
261682,M. Martínez,27,Paraguay,Nacional Asunción,Primera División (Paraguay),€625K,€500,57.2,67.4,35.7,11.0,64,LM,167cm,Right
261680,Gori,21,Spain,Espanyol,La Liga 2 (Spain),€1.4M,€2K,53.4,72.8,58.7,11.4,64,CAM,172cm,Left
261561,L. Campos,20,Peru,Sport Huancayo,Primera Division (Peru),€1.2M,€500,54.8,65.4,62.0,11.4,64,LWB,175cm,Left
261552,R. Briones,23,Ecuador,Aucas,Liga Pro (Ecuador),€1.2M,€500,49.6,72.8,53.7,9.2,64,CAM,174cm,Right
261520,J. Geusens,20,Belgium,Genk,Jupiler Pro League (Belgium),€1.3M,€3K,57.6,60.2,42.0,11.8,64,CAM,185cm,Right
261512,L. Mayo,23,Scotland,Kilmarnock,Premiership (Scotland),€850K,€2K,45.8,60.0,62.3,10.4,64,CB,191cm,Right
261498,K. Bajrić,25,Slovenia,No Team,Free Agent,€0,€0,42.6,55.0,67.3,9.2,64,CB,190cm,Right
261485,A. Cardozo,26,Venezuela,Mineros de Guayana,Primera Division (Venezuela),€675K,€500,48.6,63.6,55.7,11.2,64,CM,179cm,Right
261483,G. Vargas,20,Venezuela,Mineros de Guayana,Primera Division (Venezuela),€1.3M,€500,54.6,66.8,22.0,12.4,64,LM,173cm,Left
261456,S. Kartum,27,Norway,Brann,Eliteserien (Norway),€625K,€1K,56.2,71.0,55.7,10.8,64,RM,180cm,Right
261420,H. Vaughan,19,Republic of Ireland,Hull City,Championship (England),€1.4M,€3K,52.0,75.4,42.3,8.8,64,RM,170cm,Right
261401,Kang Seong Jin,20,Korea Republic,Seoul,K League 1 (Korea Republic),€1.5M,€2K,52.6,73.0,25.3,8.2,64,LM,178cm,Left
261398,N. Iribarren,33,Argentina,Platense,Liga Profesional (Argentina),€275K,€3K,44.6,54.2,65.3,9.4,64,CB,182cm,Right
261379,C. Meza,20,Peru,Ayacucho,Primera Division (Peru),€1.2M,€500,55.6,62.4,65.0,8.0,64,CDM,166cm,Right
261370,J. van Mullem,24,Netherlands,Sparta Rotterdam,Eredivisie (Netherlands),€1.2M,€2K,42.8,61.6,65.0,9.6,64,CB,184cm,Right
261360,N. Mbamba,18,Belgium,Bayer 04 Leverkusen,Bundesliga (Germany),€1.5M,€3K,41.0,65.2,62.0,10.8,64,CB,187cm,Right
261359,Ž. Kolmanič,23,Slovenia,Austin,Major League Soccer (United States),€875K,€2K,50.0,62.2,58.3,10.6,64,CM,178cm,Left
261349,L. Cingolani,22,Argentina,Godoy Cruz,Liga Profesional (Argentina),€1.3M,€2K,57.4,76.0,23.0,10.6,64,RM,172cm,Right
261327,F. Gómez,24,Peru,UTC Cajamarca,Primera Division (Peru),€800K,€500,57.0,67.8,38.7,10.4,64,RM,170cm,Right
261304,A. Montgomery,20,Scotland,Fleetwood Town,League One (England),€1.2M,€7K,55.8,72.6,57.7,10.2,64,LM,173cm,Left
261257,R. Szánthó,20,Hungary,Ferencváros,NB I. (Hungary),€1.4M,€500,58.6,69.2,23.3,9.4,64,ST,186cm,Left
261235,L. Ortíz,22,Ecuador,Independiente del Valle,Liga Pro (Ecuador),€1.2M,€500,44.2,65.0,64.0,6.2,64,CB,182cm,Right
261228,M. Celis,26,Venezuela,Caracas,Primera Division (Venezuela),€700K,€500,56.8,62.0,21.3,9.4,64,ST,190cm,Right
261221,F. Chamorro,21,Chile,Palestino,Primera Division (Chile),€1.3M,€950,53.2,65.0,39.3,10.8,64,CAM,184cm,Left
261210,D. Redzic,19,Hungary,Ferencváros,NB I. (Hungary),€1.4M,€500,56.6,78.2,18.3,18.2,64,ST,179cm,Right
261196,D. Taylor,25,United States,Minnesota United,Major League Soccer (United States),€725K,€2K,41.8,66.2,61.7,12.2,64,RB,173cm,Right
261162,D. Mawutor,28,Ghana,Wisła Kraków,Ekstraklasa (Poland),€550K,€1K,43.8,56.8,63.0,10.2,64,CB,181cm,Right
261114,B. Kikanović,23,United States,San Jose Earthquakes,Major League Soccer (United States),€1.3M,€2K,57.0,73.2,18.0,10.6,64,ST,185cm,Right
261112,P. Ostachuk,23,Argentina,Independiente,Liga Profesional (Argentina),€850K,€3K,56.0,64.2,60.0,8.4,64,CB,180cm,Right
261110,F. Borowski,19,Poland,Warta Poznań,Ekstraklasa (Poland),€1.3M,€1K,43.4,69.4,57.3,6.8,64,RWB,179cm,Right
261098,O. Zandén,21,Sweden,Toulouse,Ligue 1 (France),€1.3M,€4K,51.8,59.4,63.0,10.8,64,LB,179cm,Left
261066,B. Nievas,24,Argentina,Patronato,Liga Profesional (Argentina),€800K,€3K,52.6,56.6,64.0,10.2,64,CDM,173cm,Right
261037,César García,21,Spain,Sporting Gijón,La Liga 2 (Spain),€1.3M,€2K,59.4,67.6,28.7,6.4,64,CAM,178cm,Right
261033,L. Cáceres,26,Paraguay,Olimpia,Primera División (Paraguay),€675K,€500,47.4,57.8,65.0,8.6,64,CB,180cm,Right
261017,I. Miño,28,Paraguay,River Plate,Primera División (Paraguay),€575K,€500,53.0,63.6,52.3,10.8,64,CM,172cm,Right
260999,B. Parra,28,Venezuela,12 de Octubre,Primera División (Paraguay),€600K,€5K,57.6,61.0,17.3,9.4,64,ST,184cm,Right
260990,R. Ascone,19,France,Nordsjælland,Superliga (Denmark),€1.4M,€2K,54.2,68.2,56.3,9.0,64,CAM,180cm,Left
260981,M. Matysik,19,Poland,Jagiellonia Białystok,Ekstraklasa (Poland),€1.3M,€1K,42.6,67.8,64.0,11.6,64,CB,190cm,Right
